Expression ,Value,Expression ,Value
average(getData(":pwr" ?result "tran") ),11.59E-6,delay(?wf1 v("/net4" ?result "tran"), ?value1 0.9, ?edge1 "either", ?nth1 1, ?td1 0.0, ?tol1 nil, ?wf2 v("/q" ?result "tran"), ?value2 0.9, ?edge2 "either", ?nth2 1, ?tol2 nil,  ?td2 nil , ?stop nil, ?multiple nil),222.7E-12
